x,y,z
0,"1.00000	",0
0,"0.99626	",0.00031
0,"0.98996	",0.00084
0,"0.98288	",0.00143
0,"0.97521	",0.0021
0,"0.96724	",0.00287
0,"0.95897	",0.0038
0,"0.95029	",0.00488
0,"0.94125	",0.00601
0,"0.93206	",0.00716
0,"0.92279	",0.00832
0,"0.91344	",0.00946
0,"0.90402	",0.0106
0,"0.89456	",0.01174
0,"0.88510	",0.01288
0,"0.87564	",0.01401
0,"0.86618	",0.01512
0,"0.85671	",0.01624
0,"0.84724	",0.01733
0,"0.83775	",0.01844
0,"0.82827	",0.01953
0,"0.81881	",0.02061
0,"0.80935	",0.02168
0,"0.79988	",0.02273
0,"0.79043	",0.02378
0,"0.78097	",0.02482
0,"0.77153	",0.02585
0,"0.76209	",0.02686
0,"0.75265	",0.02786
0,"0.74322	",0.02883
0,"0.73378	",0.0298
0,"0.72435	",0.03075
0,"0.71492	",0.03168
0,"0.70550	",0.03261
0,"0.69608	",0.03351
0,"0.68666	",0.0344
0,"0.67724	",0.03526
0,"0.66782	",0.03612
0,"0.65839	",0.03695
0,"0.64897	",0.03776
0,"0.63955	",0.03856
0,"0.63013	",0.03935
0,"0.62071	",0.04011
0,"0.61128	",0.04085
0,"0.60186	",0.04159
0,"0.59244	",0.04229
0,"0.58301	",0.04299
0,"0.57358	",0.04366
0,"0.56415	",0.04432
0,"0.55472	",0.04496
0,"0.54529	",0.04558
0,"0.53586	",0.04619
0,"0.52642	",0.04677
0,"0.51699	",0.04734
0,"0.50755	",0.04789
0,"0.49812	",0.04843
0,"0.48869	",0.04894
0,"0.47926	",0.04944
0,"0.46982	",0.04992
0,"0.46039	",0.05038
0,"0.45095	",0.05082
0,"0.44151	",0.05124
0,"0.43208	",0.05165
0,"0.42263	",0.05204
0,"0.41319	",0.05241
0,"0.40376	",0.05277
0,"0.39432	",0.0531
0,"0.38489	",0.05341
0,"0.37546	",0.05371
0,"0.36604	",0.05399
0,"0.35662	",0.05424
0,"0.34720	",0.05448
0,"0.33779	",0.05469
0,"0.32838	",0.05488
0,"0.31898	",0.05505
0,"0.30958	",0.05519
0,"0.30020	",0.05532
0,"0.29082	",0.05541
0,"0.28146	",0.05548
0,"0.27213	",0.05552
0,"0.26281	",0.05554
0,"0.25353	",0.05551
0,"0.24427	",0.05546
0,"0.23505	",0.05536
0,"0.22587	",0.05522
0,"0.21672	",0.05502
0,"0.20759	",0.05477
0,"0.19849	",0.05447
0,"0.18942	",0.05411
0,"0.18036	",0.05369
0,"0.17133	",0.05321
0,"0.16232	",0.05267
0,"0.15334	",0.05207
0,"0.14441	",0.05142
0,"0.13556	",0.05069
0,"0.12681	",0.0499
0,"0.11819	",0.04904
0,"0.10971	",0.0481
0,"0.10139	",0.04706
0,"0.09328	",0.04593
0,"0.08540	",0.0447
0,"0.07781	",0.04337
0,"0.07053	",0.04196
0,"0.06363	",0.04044
0,"0.05713	",0.03883
0,"0.05108	",0.03714
0,"0.04548	",0.03538
0,"0.04035	",0.03357
0,"0.03568	",0.0317
0,"0.03144	",0.0298
0,"0.02762	",0.0279
0,"0.02420	",0.02603
0,"0.02113	",0.02417
0,"0.01840	",0.02237
0,"0.01596	",0.02064
0,"0.01379	",0.01897
0,"0.01185	",0.01738
0,"0.01013	",0.01585
0,"0.00858	",0.0144
0,"0.00720	",0.01301
0,"0.00597	",0.01168
0,"0.00487	",0.0104
0,"0.00389	",0.00917
0,"0.00303	",0.00798
0,"0.00227	",0.00681
0,"0.00162	",0.00568
0,"0.00107	",0.00457
0,"0.00063	",0.00348
0,"0.00031	",0.0024
0,"0.00010	",0.00135
0,"0.00001	",0.00033
0,"0.00003	",-0.00069
0,"0.00017	",-0.00172
0,"0.00043	",-0.00277
0,"0.00082	",-0.00383
0,"0.00134	",-0.00489
0,"0.00197	",-0.00595
0,"0.00272	",-0.00701
0,"0.00358	",-0.00809
0,"0.00456	",-0.00918
0,"0.00565	",-0.01028
0,"0.00686	",-0.01141
0,"0.00822	",-0.01256
0,"0.00973	",-0.01373
0,"0.01142	",-0.01492
0,"0.01330	",-0.01613
0,"0.01540	",-0.01736
0,"0.01776	",-0.01862
0,"0.02041	",-0.01989
0,"0.02338	",-0.0212
0,"0.02673	",-0.02253
0,"0.03049	",-0.02389
0,"0.03470	",-0.02528
0,"0.03938	",-0.02668
0,"0.04454	",-0.02805
0,"0.05019	",-0.02934
0,"0.05633	",-0.03055
0,"0.06293	",-0.03166
0,"0.07000	",-0.03266
0,"0.07750	",-0.03354
0,"0.08541	",-0.03435
0,"0.09366	",-0.03508
0,"0.10219	",-0.03574
0,"0.11092	",-0.03634
0,"0.11982	",-0.03688
0,"0.12882	",-0.03738
0,"0.13788	",-0.03783
0,"0.14700	",-0.03822
0,"0.15618	",-0.03857
0,"0.16538	",-0.03888
0,"0.17462	",-0.03915
0,"0.18389	",-0.03938
0,"0.19319	",-0.03958
0,"0.20251	",-0.03974
0,"0.21184	",-0.03987
0,"0.22119	",-0.03998
0,"0.23056	",-0.04005
0,"0.23995	",-0.0401
0,"0.24935	",-0.04012
0,"0.25877	",-0.04013
0,"0.26819	",-0.04012
0,"0.27762	",-0.04008
0,"0.28706	",-0.04003
0,"0.29650	",-0.03996
0,"0.30595	",-0.03987
0,"0.31540	",-0.03976
0,"0.32486	",-0.03963
0,"0.33432	",-0.0395
0,"0.34378	",-0.03934
0,"0.35325	",-0.03917
0,"0.36272	",-0.03898
0,"0.37220	",-0.03877
0,"0.38168	",-0.03855
0,"0.39116	",-0.03833
0,"0.40064	",-0.03808
0,"0.41013	",-0.03782
0,"0.41961	",-0.03755
0,"0.42910	",-0.03727
0,"0.43858	",-0.03697
0,"0.44806	",-0.03667
0,"0.45754	",-0.03635
0,"0.46702	",-0.03601
0,"0.47650	",-0.03566
0,"0.48598	",-0.0353
0,"0.49547	",-0.03492
0,"0.50495	",-0.03453
0,"0.51443	",-0.03412
0,"0.52391	",-0.03371
0,"0.53339	",-0.03328
0,"0.54286	",-0.03284
0,"0.55234	",-0.03238
0,"0.56182	",-0.03191
0,"0.57129	",-0.03143
0,"0.58076	",-0.03093
0,"0.59023	",-0.03042
0,"0.59971	",-0.02989
0,"0.60919	",-0.02936
0,"0.61867	",-0.0288
0,"0.62814	",-0.02824
0,"0.63761	",-0.02767
0,"0.64708	",-0.02708
0,"0.65655	",-0.02647
0,"0.66602	",-0.02585
0,"0.67549	",-0.02522
0,"0.68496	",-0.02457
0,"0.69445	",-0.02391
0,"0.70394	",-0.02325
0,"0.71342	",-0.02257
0,"0.72291	",-0.02188
0,"0.73240	",-0.02117
0,"0.74189	",-0.02046
0,"0.75138	",-0.01973
0,"0.76088	",-0.01901
0,"0.77038	",-0.01826
0,"0.77989	",-0.0175
0,"0.78941	",-0.01674
0,"0.79892	",-0.01597
0,"0.80844	",-0.01521
0,"0.81797	",-0.01442
0,"0.82749	",-0.01363
0,"0.83703	",-0.01284
0,"0.84655	",-0.01205
0,"0.85607	",-0.01124
0,"0.86559	",-0.01044
0,"0.87512	",-0.00962
0,"0.88464	",-0.0088
0,"0.89417	",-0.00798
0,"0.90367	",-0.00716
0,"0.91315	",-0.00634
0,"0.92255	",-0.00552
0,"0.93187	",-0.0047
0,"0.94109	",-0.00386
0,"0.95014	",-0.00305
0,"0.95882	",-0.00229
0,"0.96710	",-0.00167
0,"0.97510	",-0.0012
0,"0.98281	",-0.00081
0,"0.98994	",-0.00047
0,"0.99626	",-0.00017
0,"1.00000	",0
